"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),Next TAVG (Degrees Fahrenheit)
6613,61,71,45,0.05,0,0,54
6614,54,63,42,0.1,0,0,58
6615,58,63,54,0.01,0,0,56
6616,56,60,54,0.17,0,0,60
6617,60,67,57,0,0,0,66
6618,66,77,56,0.05,0,0,61
6619,61,75,46,0.18,0,0,52
6620,52,59,37,0,0,0,51
6621,51,66,36,0,0,0,54
6622,54,56,50,0.33,0,0,56
6623,56,65,52,0,0,0,60
6624,60,72,50,0,0,0,61
6625,61,77,45,0,0,0,58
6626,58,62,53,0.55,0,0,54
6627,54,57,52,0.69,0,0,60
6628,60,75,54,0.47,0,0,66
6629,66,82,52,0.05,0,0,70
6630,70,86,52,0,0,0,73
6631,73,89,56,0,0,0,79
6632,79,89,67,0,0,0,79
6633,79,89,69,0,0,0,75
6634,75,84,64,0.01,0,0,73
6635,73,83,63,0,0,0,76
6636,76,88,67,0,0,0,76
6637,76,87,63,0,0,0,72
6638,72,82,62,0,0,0,75
6639,75,86,70,0.99,0,0,74
6640,74,82,70,0.01,0,0,74
6641,74,84,68,0.04,0,0,75
6642,75,85,63,0,0,0,76
6643,76,85,63,0,0,0,66
6644,66,71,55,0,0,0,65
6645,65,80,47,0,0,0,71
6646,71,81,56,0,0,0,77
6647,77,95,59,0,0,0,83
6648,83,91,68,0,0,0,71
6649,71,80,60,0,0,0,73
6650,73,80,61,0,0,0,71
6651,71,81,64,0.15,0,0,76
6652,76,85,68,2.82,0,0,71
6653,71,80,63,0,0,0,72
6654,72,84,59,0,0,0,73
6655,73,87,57,0,0,0,75
6656,75,89,57,0,0,0,77
6657,77,87,68,1.69,0,0,74
6658,74,84,65,0,0,0,72
6659,72,79,67,0.59,0,0,75
6660,75,85,65,0,0,0,75
6661,75,83,64,0,0,0,74
6662,74,85,60,0,0,0,74
6663,74,86,64,0,0,0,79
6664,79,89,66,0.06,0,0,73
6665,73,81,60,0,0,0,71
6666,71,83,56,0,0,0,75
6667,75,88,63,0,0,0,74
6668,74,80,67,0,0,0,69
6669,69,73,63,0.02,0,0,68
6670,68,72,66,0.34,0,0,78
6671,78,90,71,0.55,0,0,82
6672,82,91,72,0,0,0,82
6673,82,90,72,0,0,0,81
6674,81,89,70,0.03,0,0,81
6675,81,91,72,0,0,0,78
6676,78,85,66,0,0,0,76
6677,76,87,62,0,0,0,76
6678,76,86,65,0,0,0,81
6679,81,92,74,0,0,0,83
6680,83,95,71,0,0,0,81
6681,81,91,70,0,0,0,79
6682,79,92,67,0.16,0,0,76
6683,76,90,65,0,0,0,81
6684,81,95,70,0.21,0,0,79
6685,79,91,70,0,0,0,78
6686,78,86,67,0,0,0,76
6687,76,90,60,0,0,0,81
6688,81,94,67,0,0,0,85
6689,85,98,71,0.03,0,0,84
6690,84,97,71,0.02,0,0,87
6691,87,100,74,0.01,0,0,85
6692,85,95,76,0,0,0,85
6693,85,94,75,0,0,0,81
6694,81,92,74,0.99,0,0,78
6695,78,90,72,0.34,0,0,79
6696,79,88,71,0.32,0,0,77
6697,77,90,72,0,0,0,80
6698,80,90,72,0,0,0,79
6699,79,88,70,0,0,0,76
6700,76,82,69,0,0,0,74
6701,74,84,64,0,0,0,75
6702,75,80,68,0,0,0,79
6703,79,91,74,0.02,0,0,78
6704,78,89,64,0,0,0,74
6705,74,88,62,0,0,0,70
6706,70,78,61,0,0,0,81
6707,81,93,75,0,0,0,85
6708,85,95,75,0,0,0,85
6709,85,96,77,0,0,0,87
6710,87,99,78,0,0,0,87
6711,87,97,76,0.05,0,0,82
6712,82,96,70,0.14,0,0,79
6713,79,96,72,0,0,0,84
6714,84,94,70,0.66,0,0,79
6715,79,90,72,0,0,0,79
6716,79,89,67,0,0,0,77
6717,77,90,65,0,0,0,78
6718,78,90,69,0.07,0,0,75
6719,75,85,63,0,0,0,72
6720,72,85,61,0,0,0,74
6721,74,87,62,0,0,0,78
6722,78,91,67,0,0,0,84
6723,84,95,73,0,0,0,83
6724,83,92,69,0,0,0,78
6725,78,91,65,0,0,0,79
6726,79,94,66,0,0,0,80
6727,80,91,67,0,0,0,78
6728,78,92,64,0.02,0,0,76
6729,76,84,68,0.17,0,0,71
6730,71,80,63,0,0,0,71
6731,71,80,63,0,0,0,72
6732,72,82,58,0,0,0,70
6733,70,88,54,0,0,0,78
6734,78,93,63,0,0,0,81
6735,81,94,67,0,0,0,82
6736,82,96,72,0,0,0,85
6737,85,98,74,0,0,0,84
6738,84,96,72,0,0,0,80
6739,80,84,67,0,0,0,72
6740,72,84,62,0,0,0,75
6741,75,90,62,0,0,0,79
6742,79,93,62,0,0,0,73
6743,73,77,67,0,0,0,70
6744,70,77,65,0,0,0,73
6745,73,82,67,0,0,0,77
6746,77,89,70,0,0,0,74
6747,74,76,69,0.23,0,0,73
6748,73,81,68,0,0,0,74
6749,74,84,66,0,0,0,74
6750,74,87,60,0,0,0,73
6751,73,91,56,0,0,0,71
6752,71,76,56,0,0,0,63
6753,63,74,54,0,0,0,64
6754,64,68,58,0.03,0,0,67
6755,67,77,58,0.27,0,0,64
6756,64,68,62,0.82,0,0,67
6757,67,68,62,0.93,0,0,62
6758,62,64,60,0.1,0,0,63
6759,63,65,61,0.2,0,0,65
6760,65,75,61,0,0,0,67
6761,67,76,55,0,0,0,62
6762,62,75,53,0,0,0,62
6763,62,71,51,0,0,0,58
6764,58,71,49,0,0,0,62
6765,62,70,58,0,0,0,65
6766,65,66,62,0.2,0,0,61
6767,61,67,53,0,0,0,56
6768,56,65,41,0,0,0,51
6769,51,66,37,0,0,0,53
6770,53,69,39,0,0,0,56
6771,56,73,43,0,0,0,54
6772,54,64,38,0,0,0,52
6773,52,67,36,0,0,0,59
6774,59,75,46,0,0,0,68
6775,68,84,51,0,0,0,70
6776,70,85,56,0,0,0,74
6777,74,87,64,0.03,0,0,74
6778,74,83,65,0,0,0,68
6779,68,76,55,0.14,0,0,55
6780,55,58,47,0,0,0,54
6781,54,70,43,0,0,0,59
6782,59,70,49,0,0,0,52
6783,52,62,36,0,0,0,45
6784,45,58,30,0,0,0,52
6785,52,62,44,0.03,0,0,55
6786,55,61,38,0,0,0,53
6787,53,76,37,0,0,0,67
6788,67,84,56,0.05,0,0,56
6789,56,60,40,0,0,0,49
6790,49,60,37,0,0,0,61
6791,61,78,52,0,0,0,65
6792,65,79,55,0,0,0,59
6793,59,62,38,0,0,0,49
6794,49,66,34,0,0,0,53
6795,53,67,38,0,0,0,48
6796,48,62,34,0,0,0,45
6797,45,69,28,0,0,0,55
6798,55,64,49,0.19,0,0,51
6799,51,61,41,0,0,0,52
6800,52,64,35,0,0,0,44
6801,44,52,26,0,0,0,40
6802,40,64,23,0,0,0,42
6803,42,57,25,0.01,0,0,51
6804,51,63,38,0.03,0,0,46
6805,46,64,30,0,0,0,48
6806,48,61,31,0,0,0,47
6807,47,73,30,0,0,0,50
6808,50,70,35,0.02,0,0,40
6809,40,45,34,0,0,0,37
6810,37,43,32,0,0,0,38
6811,38,48,26,0,0,0,36
6812,36,50,20,0,0,0,45
6813,45,59,33,0,0,0,46
6814,46,59,33,0,0,0,47
6815,47,50,33,0,0,0,41
6816,41,52,28,0,0,0,36
6817,36,52,23,0,0,0,50
6818,50,57,46,0.21,0,0,57
6819,57,65,54,1.31,0,0,53
6820,53,58,44,0.07,0,0,45
6821,45,51,41,0,0,0,43
6822,43,48,38,0,0,0,39
6823,39,45,30,0.1,0,0,44
6824,44,55,38,0.16,0,0,41
6825,41,41,38,1.03,0,0,42
6826,42,50,29,0,0,0,37
6827,37,48,29,0,0,0,32
6828,32,37,26,0,0,0,30
6829,30,35,22,0,0,0,29
6830,29,40,22,0,0,0,43
6831,43,53,40,0.12,0,0,40
6832,40,46,32,0,0,0,38
6833,38,45,30,0,0,0,27
6834,27,34,11,0,0,0,18
6835,18,27,9,0,0,0,31
6836,31,52,25,0.16,0,0,51
6837,51,63,33,0.04,0,0,33
6838,33,35,28,0,0,0,27
6839,27,37,17,0,0,0,31
6840,31,48,19,0,0,0,41
6841,41,57,29,0,0,0,38
6842,38,46,26,0,0,0,42
6843,42,47,32,0.48,0,0,41
6844,41,51,32,0,0,0,42
6845,42,48,39,0,0,0,55
6846,55,67,41,0,0,0,44
6847,44,50,31,0,0,0,39
6848,39,51,31,0.2,0,0,36
6849,36,41,27,0,0,0,34
6850,34,47,24,0,0,0,43
6851,43,54,33,0,0,0,42
6852,42,45,39,0.27,0,0,42
6853,42,44,41,0.92,0,0,46
6854,46,56,29,0.02,0,0,31
6855,31,34,23,0,0,0,29
6856,29,31,24,0.01,0.1,0,22
6857,22,24,16,0.04,0.6,0,17
6858,17,22,11,0,0,0,17
6859,17,27,7,0,0,0,24
6860,24,40,18,0,0,0,44
6861,44,57,37,0.09,0,0,56
6862,56,70,49,0.02,0,0,54
6863,54,63,40,0,0,0,37
6864,37,40,32,0.23,0,0,38
6865,38,47,33,0,0,0,40
6866,40,45,37,0,0,0,42
6867,42,52,40,0.2,0,0,50
6868,50,57,41,0,0,0,46
6869,46,52,31,0,0,0,40
6870,40,49,32,0.03,0,0,47
6871,47,49,46,0,0,0,48
6872,48,50,46,0.07,0,0,45
6873,45,50,36,0.74,0,0,40
6874,40,47,36,0.07,0,0,49
6875,49,63,42,0,0,0,50
6876,50,57,40,0,0,0,40
6877,40,41,35,0,0,0,37
6878,37,47,28,0,0,0,36
6879,36,43,30,0,0,0,33
6880,33,37,21,0.02,0.3,0,35
6881,35,54,21,0,0,0,38
6882,38,51,27,0,0,0,42
6883,42,49,33,0,0,0,34
6884,34,37,28,0,0,0,28
6885,28,39,14,0,0,0,37
6886,37,53,30,0,0,0,43
6887,43,63,25,0,0,0,58
6888,58,72,50,0,0,0,63
6889,63,71,52,0,0,0,41
6890,41,52,22,0.2,0.6,0,26
6891,26,35,20,0,0,0,40
6892,40,52,31,0,0,0,46
6893,46,53,41,0.05,0,0,42
6894,42,46,25,0,0,0,33
6895,33,46,22,0,0,0,39
6896,39,53,30,0,0,0,34
6897,34,39,24,0,0,0,34
6898,34,52,19,0,0,0,44
6899,44,72,25,0,0,0,59
6900,59,69,50,0,0,0,56
6901,56,65,40,0,0,0,47
6902,47,57,35,0,0,0,51
6903,51,65,44,0,0,0,61
6904,61,77,52,0,0,0,65
6905,65,77,53,0,0,0,63
6906,63,77,41,0.08,0,0,41
6907,41,48,26,0,0,0,38
6908,38,54,24,0,0,0,51
6909,51,67,37,0.38,0,0,60
6910,60,75,53,0.01,0,0,51
6911,51,60,30,0,0,0,36
6912,36,41,27,0,0.1,0,31
6913,31,42,18,0,0,0,29
6914,29,39,19,0,0,0,37
6915,37,53,24,0,0,0,52
6916,52,68,43,0.18,0,0,57
6917,57,66,48,0.01,0,0,57
6918,57,71,43,0,0,0,45
6919,45,56,28,0.08,0,0,31
6920,31,38,24,0,0,0,31
6921,31,41,23,0,0,0,31
6922,31,46,17,0.27,1.5,0,32
6923,32,37,22,0.84,4.1,3.1,25
6924,25,31,19,0,0,2,30
6925,30,39,23,0,0,2,34
6926,34,50,20,0.03,0,2,44
6927,44,57,36,0.34,0,0,41
6928,41,51,34,0.09,0,0,43
6929,43,54,31,0,0,0,50
6930,50,62,44,0.01,0,0,48
6931,48,59,33,0,0,0,36
6932,36,48,21,0,0,0,42
6933,42,62,33,0.14,0,0,64
6934,64,78,55,0,0,0,53
6935,53,62,46,0.02,0,0,54
6936,54,75,45,0.04,0,0,62
6937,62,71,53,0.51,0,0,58
6938,58,65,48,0,0,0,50
6939,50,53,41,0,0,0,46
6940,46,48,43,1.55,0,0,49
6941,49,58,44,0.02,0,0,51
6942,51,64,36,0,0,0,54
6943,54,67,42,0.04,0,0,65
6944,65,79,56,0,0,0,64
6945,64,73,50,0,0,0,58
6946,58,62,48,1.57,0,0,46
6947,46,48,39,0,0,0,47
6948,47,63,29,0,0,0,53
6949,53,72,32,0,0,0,62
6950,62,81,41,0,0,0,71
6951,71,86,57,0,0,0,70
6952,70,77,59,0.01,0,0,61
6953,61,69,46,0,0,0,58
6954,58,72,44,0,0,0,62
6955,62,78,52,0,0,0,73
6956,73,86,63,0,0,0,67
6957,67,71,54,0.1,0,0,62
6958,62,73,48,0,0,0,56
6959,56,62,49,0.03,0,0,65
6960,65,82,55,0.33,0,0,69
6961,69,84,61,0,0,0,60
6962,60,65,48,0.5,0,0,52
6963,52,60,45,0,0,0,53
6964,53,57,51,0.27,0,0,54
6965,54,59,51,0.17,0,0,61
6966,61,73,56,0,0,0,66
6967,66,82,54,0,0,0,73
6968,73,84,57,0,0,0,76
6969,76,89,65,0,0,0,77
6970,77,86,66,0,0,0,75
6971,75,81,70,0.24,0,0,70
6972,70,76,53,0,0,0,60
6973,60,63,44,0,0,0,55
6974,55,65,41,0.21,0,0,63
6975,63,75,56,1.09,0,0,58
6976,58,63,45,0.13,0,0,52
6977,52,62,43,0,0,0,53
6978,53,64,39,0,0,0,52
6979,52,66,36,0,0,0,56
6980,56,75,40,0,0,0,57
6981,57,59,50,1.73,0,0,52
6982,52,56,48,0.38,0,0,51
6983,51,60,44,0.41,0,0,59
6984,59,80,42,0,0,0,63
6985,63,75,47,0,0,0,64
6986,64,81,44,0,0,0,74
6987,74,92,57,0,0,0,80
6988,80,90,67,0.61,0,0,76
6989,76,90,66,0.05,0,0,69
6990,69,71,60,0,0,0,62
6991,62,67,57,0,0,0,63
6992,63,73,57,0.51,0,0,62
6993,62,65,55,0.12,0,0,60
6994,60,65,57,0.34,0,0,61
6995,61,73,55,0.79,0,0,63
6996,63,76,53,0,0,0,64
6997,64,72,55,0.01,0,0,65
6998,65,74,57,0.17,0,0,70
6999,70,82,63,0,0,0,67
7000,67,73,62,1.1,0,0,69
7001,69,83,59,0.6,0,0,69
7002,69,82,57,0,0,0,68
7003,68,80,52,0,0,0,68
7004,68,84,52,0,0,0,71
7005,71,86,55,0,0,0,72
7006,72,73,64,0.18,0,0,69
7007,69,77,59,0,0,0,62
7008,62,69,53,0,0,0,62
7009,62,75,50,0,0,0,67
7010,67,80,52,0,0,0,73
7011,73,87,60,0,0,0,79
7012,79,91,64,0,0,0,80
7013,80,91,65,0,0,0,82
7014,82,95,68,0,0,0,82
7015,82,90,72,0,0,0,77
7016,77,85,69,0,0,0,74
7017,74,80,68,0.06,0,0,76
7018,76,86,70,0,0,0,80
7019,80,91,73,0,0,0,80
7020,80,87,70,0.62,0,0,75
7021,75,86,63,0,0,0,77
7022,77,88,64,0,0,0,78
7023,78,86,66,0,0,0,78
7024,78,87,71,0.15,0,0,79
7025,79,86,66,0.27,0,0,74
7026,74,85,62,0,0,0,72
7027,72,81,56,0,0,0,72
7028,72,80,57,0,0,0,68
7029,68,80,50,0,0,0,74
7030,74,89,60,0,0,0,80
7031,80,92,70,0,0,0,81
7032,81,91,72,0.21,0,0,81
7033,81,90,70,0,0,0,80
7034,80,90,66,0,0,0,78
7035,78,90,68,0,0,0,77
7036,77,84,70,1.16,0,0,73
7037,73,80,71,1.68,0,0,77
7038,77,88,67,0.1,0,0,76
7039,76,87,66,0,0,0,74
7040,74,83,62,0,0,0,76
7041,76,89,63,0,0,0,79
7042,79,89,68,0.01,0,0,81
7043,81,93,71,0,0,0,83
7044,83,94,71,0,0,0,82
7045,82,94,72,0.73,0,0,78
7046,78,87,69,0,0,0,76
7047,76,87,63,0,0,0,80
7048,80,89,71,0,0,0,80
7049,80,92,71,1.66,0,0,80
7050,80,93,70,0,0,0,83
7051,83,93,72,0,0,0,84
7052,84,93,73,0,0,0,80
7053,80,90,72,0.72,0,0,77
7054,77,87,72,0.84,0,0,79
7055,79,90,73,0,0,0,75
7056,75,79,63,0,0,0,72
7057,72,84,61,0,0,0,76
7058,76,87,69,0.07,0,0,74
7059,74,78,69,1.46,0,0,70
7060,70,77,63,0.16,0,0,71
7061,71,82,57,0,0,0,72
7062,72,88,57,0,0,0,76
7063,76,89,62,0,0,0,78
7064,78,89,68,0,0,0,77
7065,77,88,68,0.09,0,0,76
7066,76,88,65,0,0,0,75
7067,75,79,62,0,0,0,69
7068,69,80,58,0,0,0,71
7069,71,74,68,0.77,0,0,72
7070,72,80,63,0,0,0,71
7071,71,84,55,0,0,0,71
7072,71,83,59,0,0,0,73
7073,73,83,67,1.09,0,0,73
7074,73,84,68,0.09,0,0,73
7075,73,83,65,0,0,0,70
7076,70,77,62,0,0,0,73
7077,73,80,67,0.38,0,0,76
7078,76,89,65,0,0,0,78
7079,78,89,68,0,0,0,81
7080,81,93,75,0.69,0,0,80
7081,80,88,66,0.01,0,0,75
7082,75,86,67,0,0,0,78
7083,78,89,69,0,0,0,79
7084,79,91,71,0,0,0,79
7085,79,83,67,0,0,0,72
7086,72,81,61,0,0,0,70
7087,70,78,61,0,0,0,69
7088,69,79,59,0,0,0,67
7089,67,77,57,0,0,0,66
7090,66,76,54,0,0,0,65
7091,65,67,61,0.71,0,0,67
7092,67,78,59,0,0,0,71
7093,71,84,60,0,0,0,65
7094,65,69,58,0,0,0,58
7095,58,61,53,0.66,0,0,66
7096,66,78,59,0,0,0,68
7097,68,82,55,0,0,0,74
7098,74,86,65,0.32,0,0,65
7099,65,68,59,0.65,0,0,63
7100,63,72,50,0,0,0,62
7101,62,76,48,0,0,0,62
7102,62,71,50,0,0,0,60
7103,60,72,47,0,0,0,60
7104,60,72,49,0,0,0,65
7105,65,77,57,0,0,0,69
7106,69,78,62,0.09,0,0,71
7107,71,80,65,0.03,0,0,72
7108,72,82,62,0,0,0,71
7109,71,84,59,0,0,0,72
7110,72,83,62,0,0,0,71
7111,71,80,62,0,0,0,72
7112,72,82,65,0,0,0,74
7113,74,87,61,0,0,0,71
7114,71,85,60,0,0,0,73
7115,73,83,61,0,0,0,71
7116,71,86,58,0,0,0,73
7117,73,89,60,0,0,0,75
7118,75,89,64,0,0,0,75
7119,75,85,66,0,0,0,77
7120,77,89,68,0,0,0,75
7121,75,79,62,0,0,0,64
7122,64,73,49,0,0,0,61
7123,61,67,51,0,0,0,56
7124,56,69,44,0,0,0,56
7125,56,74,40,0,0,0,59
7126,59,74,44,0,0,0,61
7127,61,79,44,0,0,0,66
7128,66,85,51,0,0,0,71
7129,71,85,57,0,0,0,72
7130,72,85,56,0,0,0,77
7131,77,83,73,0.09,0,0,77
7132,77,87,69,0.52,0,0,75
7133,75,87,64,0,0,0,73
7134,73,75,65,0.79,0,0,65
7135,65,66,58,0,0,0,60
7136,60,64,58,0,0,0,64
7137,64,73,61,0,0,0,67
7138,67,79,61,0,0,0,63
7139,63,70,48,0.08,0,0,51
7140,51,63,36,0,0,0,51
7141,51,70,36,0,0,0,55
7142,55,73,37,0,0,0,58
7143,58,76,44,0,0,0,58
7144,58,77,42,0,0,0,59
7145,59,75,44,0,0,0,64
7146,64,75,51,0.03,0,0,65
7147,65,71,54,0.5,0,0,58
7148,58,64,50,0,0,0,52
7149,52,59,37,0,0,0,48
7150,48,67,33,0,0,0,58
7151,58,71,48,0,0,0,60
7152,60,66,43,1.03,0,0,48
7153,48,59,43,0.11,0,0,48
7154,48,60,36,0,0,0,46
7155,46,56,37,0,0,0,56
7156,56,76,43,0,0,0,64
7157,64,77,54,0,0,0,54
7158,54,57,46,0.6,0,0,53
7159,53,60,50,0.1,0,0,62
7160,62,72,51,0,0,0,47
7161,47,51,39,0.92,0,0,42
7162,42,48,39,0,0,0,45
7163,45,50,42,0.04,0,0,42
7164,42,46,29,0,0,0,30
7165,30,37,21,0,0,0,33
7166,33,47,23,0.03,0,0,42
7167,42,50,36,0.17,0,0,43
7168,43,49,34,0,0,0,41
7169,41,54,27,0,0,0,49
7170,49,62,39,0,0,0,45
7171,45,53,29,0,0,0,43
7172,43,62,31,0.01,0,0,52
7173,52,60,40,0.09,0,0,42
7174,42,51,35,0,0,0,44
7175,44,60,34,0,0,0,51
7176,51,56,34,0,0,0,35
7177,35,44,25,0,0,0,36
7178,36,55,24,0,0,0,43
7179,43,62,28,0,0,0,49
7180,49,53,31,0,0,0,44
7181,44,60,30,0,0,0,44
7182,44,63,30,0,0,0,50
7183,50,68,32,0,0,0,43
7184,43,57,32,0.03,0,0,47
7185,47,54,29,0,0,0,37
7186,37,52,25,0,0,0,43
7187,43,56,30,0.04,0,0,38
7188,38,55,26,0,0,0,50
7189,50,61,43,0.09,0,0,46
7190,46,54,34,0,0,0,40
7191,40,49,30,0,0,0,36
7192,36,39,33,0,0,0,33
7193,33,35,25,0.24,4,0,31
7194,31,40,25,0,0,3.1,37
7195,37,48,30,0,0,0,40
7196,40,46,22,0,0,0,26
7197,26,34,20,0,0,0,34
7198,34,40,26,0,0,0,27
7199,27,29,20,0.02,0.2,0,31
7200,31,46,23,0,0,0,35
7201,35,51,23,0,0,0,43
7202,43,57,28,0,0,0,47
7203,47,60,34,0,0,0,47
7204,47,53,26,0,0,0,33
7205,33,45,21,0,0,0,40
7206,40,52,32,0.01,0,0,49
7207,49,62,39,0.34,0,0,41
7208,41,43,35,0,0,0,35
7209,35,39,26,0,0,0,29
7210,29,37,24,0,0,0,28
7211,28,31,17,0,0,0,18
7212,18,23,9,0,0,0,19
7213,19,31,10,0,0,0,24
7214,24,32,19,0.03,0.4,0,18
7215,18,21,10,0,0,0,15
7216,15,23,6,0,0,0,15
7217,15,25,7,0,0,0,15
7218,15,32,1,0,0,0,24
7219,24,28,13,0.02,0.1,0,14
7220,14,19,10,0,0,0,13
7221,13,19,8,0,0,0,12
7222,12,24,-1,0,0,0,23
7223,23,35,17,0.05,0,0,35
7224,35,50,22,0,0,0,32
7225,32,43,20,0,0,0,46
7226,46,62,37,0,0,0,63
7227,63,70,58,0.91,0,0,42
7228,42,61,19,0.55,0,0,20
7229,20,26,14,0,0,0,20
7230,20,31,11,0,0,0,29
7231,29,39,25,0,0,0,27
7232,27,32,17,0.02,0.3,0,27
7233,27,46,16,0,0,0,34
7234,34,54,17,0,0,0,37
7235,37,61,20,0,0,0,43
7236,43,63,28,0,0,0,55
7237,55,66,48,0,0,0,56
7238,56,64,40,0.13,0,0,42
7239,42,44,31,0,0,0,34
7240,34,41,22,0,0,0,31
7241,31,48,19,0,0,0,43
7242,43,61,26,0,0,0,53
7243,53,55,45,0.11,0,0,44
7244,44,46,33,0,0,0,33
7245,33,35,20,0,0,0,25
7246,25,39,15,0,0,0,41
7247,41,51,37,0.17,0,0,34
7248,34,40,15,0.04,0,0,21
7249,21,34,9,0,0,0,33
7250,33,34,30,1.13,0.1,0,32
7251,32,36,22,0,0,0,29
7252,29,39,22,0,0,0,31
7253,31,40,26,0.49,0,0,31
7254,31,36,21,0,0,0,30
7255,30,46,20,0,0,0,40
7256,40,46,31,0.51,0,0,49
7257,49,67,43,0.8,0,0,51
7258,51,62,34,0.02,0,0,35
7259,35,42,25,0,0,0,38
7260,38,53,31,0.07,0,0,56
7261,56,76,48,0.01,0,0,62
7262,62,68,36,0.13,0,0,36
7263,36,42,29,0.44,1.5,0,37
7264,37,50,31,0,0,1.2,40
7265,40,47,36,0.04,0,0,57
7266,57,77,47,0,0,0,68
7267,68,80,59,0.02,0,0,57
7268,57,65,41,0.09,0,0,42
7269,42,47,39,0.13,0,0,48
7270,48,51,47,0.32,0,0,48
7271,48,53,46,0.19,0,0,49
7272,49,51,30,0,0,0,41
7273,41,58,26,0,0,0,49
7274,49,62,41,0,0,0,51
7275,51,55,43,0.13,0,0,44
7276,44,51,37,0,0,0,40
7277,40,49,33,0,0,0,40
7278,40,50,31,0,0,0,37
7279,37,46,27,0,0,0,35
7280,35,43,23,0.1,0,0,38
7281,38,50,33,0.01,0,0,37
7282,37,44,30,0,0,0,35
7283,35,43,24,0,0,0,34
7284,34,49,20,0,0,0,37
7285,37,50,22,0,0,0,35
7286,35,42,25,0,0,0,36
7287,36,47,30,0,0,0,34
7288,34,41,27,0,0,0,39
7289,39,53,26,0,0,0,37
7290,37,45,25,0,0,0,34
7291,34,44,23,0,0,0,41
7292,41,58,29,0,0,0,42
7293,42,60,25,0,0,0,38
7294,38,44,29,0.78,0.5,0,31
7295,31,34,30,0.49,4.8,1.2,36
7296,36,44,31,0,0,3.9,39
7297,39,49,29,0,0,1.2,38
7298,38,49,27,0,0,0,36
7299,36,47,26,0,0,0,37
7300,37,49,23,0,0,0,37
7301,37,43,28,0.08,0,0,44
7302,44,53,40,0.19,0,0,55
7303,55,76,46,0,0,0,65
7304,65,72,41,0.01,0,0,47
7305,47,61,31,0,0,0,53
7306,53,65,46,0,0,0,46
7307,46,50,38,0.09,0,0,46
7308,46,52,43,0.02,0,0,55
7309,55,69,39,0.04,0,0,42
7310,42,54,32,0,0,0,51
7311,51,71,41,0,0,0,48
7312,48,58,36,0,0,0,40
7313,40,51,29,0,0,0,39
7314,39,43,36,0,0,0,42
7315,42,53,34,0,0,0,45
7316,45,59,33,0,0,0,57
7317,57,77,43,0,0,0,72
7318,72,86,58,0,0,0,74
7319,74,84,62,0,0,0,63
7320,63,71,45,0.5,0,0,48
7321,48,53,41,0.97,0,0,42
7322,42,45,36,0,0,0,44
7323,44,62,29,0,0,0,51
7324,51,58,38,0.01,0,0,46
7325,46,60,29,0,0,0,48
7326,48,63,30,0,0,0,54
7327,54,68,44,0,0,0,56
7328,56,69,42,0,0,0,57
7329,57,62,53,0.43,0,0,56
7330,56,62,53,0.64,0,0,58
7331,58,71,44,0,0,0,58
7332,58,64,49,0.84,0,0,59
7333,59,77,43,0.01,0,0,51
7334,51,55,36,0,0,0,52
7335,52,71,31,0,0,0,63
7336,63,82,39,0,0,0,70
7337,70,88,46,0,0,0,76
7338,76,90,63,0,0,0,78
7339,78,90,64,0.01,0,0,69
7340,69,73,54,0.03,0,0,58
7341,58,68,53,0.2,0,0,63
7342,63,77,53,0,0,0,65
7343,65,76,50,0,0,0,65
7344,65,78,46,0,0,0,68
7345,68,82,56,0,0,0,69
7346,69,82,53,0,0,0,73
7347,73,90,61,0,0,0,68
7348,68,73,60,0.52,0,0,66
7349,66,81,60,1.87,0,0,72
7350,72,89,63,0.27,0,0,70
7351,70,74,65,0.29,0,0,66
7352,66,69,64,0.92,0,0,65
7353,65,68,55,0.85,0,0,57
7354,57,67,54,0.71,0,0,74
7355,74,87,67,0,0,0,73
7356,73,82,63,0,0,0,70
7357,70,80,65,0.83,0,0,72
7358,72,80,58,0,0,0,71
7359,71,84,56,0,0,0,72
7360,72,86,56,0,0,0,78
7361,78,88,71,0,0,0,76
7362,76,86,68,0.02,0,0,68
7363,68,73,63,0.03,0,0,73
7364,73,83,67,0,0,0,73
7365,73,78,67,0.02,0,0,73
7366,73,83,68,2.35,0,0,76
7367,76,88,69,0.07,0,0,75
7368,75,82,69,1.18,0,0,67
7369,67,71,56,0.82,0,0,63
7370,63,79,56,0,0,0,67
7371,67,80,52,0,0,0,67
7372,67,74,59,0,0,0,67
7373,67,80,57,0,0,0,72
7374,72,85,58,0,0,0,77
7375,77,88,67,0.16,0,0,71
7376,71,79,63,0,0,0,63
7377,63,65,58,0.74,0,0,64
7378,64,76,52,0,0,0,72
7379,72,83,65,0.01,0,0,77
7380,77,84,63,0,0,0,74
7381,74,83,59,0,0,0,71
7382,71,86,54,0,0,0,78
7383,78,88,68,0,0,0,80
7384,80,94,68,0,0,0,81
7385,81,93,71,0.1,0,0,76
7386,76,84,69,0.46,0,0,74
7387,74,82,68,0.01,0,0,70
7388,70,72,64,0.55,0,0,68
7389,68,78,64,0.03,0,0,74
7390,74,87,64,0.03,0,0,75
7391,75,83,65,0,0,0,72
7392,72,82,60,0,0,0,72
7393,72,80,66,0.01,0,0,79
7394,79,87,70,0,0,0,78
