"WASHINGTON DULLES INTERNATIONAL AIRPORT, VA US (USW00093738)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
18480,,79,51,0,0,0
18481,,85,63,0.23,0,0
18482,,68,48,0,0,0
18483,,68,45,0,0,0
18484,,76,45,0,0,0
18485,,83,60,0.02,0,0
18486,,84,61,0.53,0,0
18487,,77,61,0.09,0,0
18488,,70,50,0,0,0
18489,,73,45,0.01,0,0
18490,,70,45,0.01,0,0
18491,,67,60,2.35,0,0
18492,,81,64,0,0,0
18493,,80,58,0.01,0,0
18494,,81,52,0,0,0
18495,,77,51,0,0,0
18496,,52,42,0.08,0,0
18497,,51,37,0.05,0,0
18498,,62,45,0.03,0,0
18499,,69,48,0,0,0
18500,,61,41,0,0,0
18501,,64,36,0,0,0
18502,,59,30,0,0,0
18503,,74,43,0,0,0
18504,,70,53,0.26,0,0
18505,,64,39,0,0,0
18506,,67,37,0,0,0
18507,,71,50,0.4,0,0
18508,,72,52,0.03,0,0
18509,,67,43,0,0,0
18510,,65,39,0,0,0
18511,,72,36,0,0,0
18512,,79,46,0,0,0
18513,,81,53,0,0,0
18514,,70,57,0,0,0
18515,,69,60,0,0,0
18516,,69,58,0,0,0
18517,,59,52,0.4,0,0
18518,,52,42,4.26,0,0
18519,,43,40,1,0,0
18520,,54,39,0,0,0
18521,,51,38,0,0,0
18522,,52,35,0,0,0
18523,,48,38,0,0,0
18524,,51,33,0,0,0
18525,,49,30,0,0,0
18526,,47,27,0,0,0
18527,,43,37,0,0,0
18528,,55,39,0,0,0
18529,,57,35,0,0,0
18530,,66,31,0,0,0
18531,,70,34,0,0,0
18532,,70,47,0.19,0,0
18533,,52,35,0.87,0,0
18534,,46,30,0,0,0
18535,,48,31,0,0,0
18536,,53,34,0,0,0
18537,,55,30,0,0,0
18538,,53,33,0,0,0
18539,,53,35,0,0,0
18540,,54,35,0,0,0
18541,,56,30,0,0,0
18542,,59,28,0,0,0
18543,,62,27,0,0,0
18544,,46,33,0,0,0
18545,,41,26,0,0,0
18546,,55,24,0,0,0
18547,,42,36,0.06,0,0
18548,,48,29,0,0,0
18549,,49,23,0,0,0
18550,,54,23,0,0,0
18551,,47,28,0,0,0
18552,,56,29,0.02,0,0
18553,,69,41,0,0,0
18554,,71,48,0,0,0
18555,,61,37,0,0,0
18556,,45,26,0,0,0
18557,,51,36,0.01,0,0
18558,,62,42,0,0,0
18559,,53,47,0.16,0,0
18560,,63,48,0,0,0
18561,,52,38,0.01,0,0
18562,,45,35,0,0,0
18563,,49,26,0,0,0
18564,,53,21,0,0,0
18565,,53,28,0,0,0
18566,,48,43,0,0,0
18567,,53,45,0.04,0,0
18568,,58,31,0,0,0
18569,,53,29,0,0,0
18570,,52,32,0.5,0,0
18571,,55,36,0.42,0,0
18572,,42,32,0,0,0
18573,,47,21,0,0,0
18574,,38,23,0.2,0.2,0
18575,,47,31,0,0,0
18576,,39,31,1.41,1.1,0
18577,,41,34,0.01,0,0
18578,,41,31,0,0,0
18579,,42,33,0.09,0.9,0
18580,,40,29,0,0,0
18581,,36,23,0,0,0
18582,,43,28,0,0,0
18583,,38,28,0,0,0
18584,,39,21,0,0,0
18585,,44,22,0,0,0
18586,,45,28,0,0,0
18587,,51,27,0,0,0
18588,,45,24,0,0,0
18589,,53,23,0,0,0
18590,,50,26,0.02,0,0
18591,,55,37,0,0,0
18592,,45,31,0.02,0,0
18593,,54,41,0,0,0
18594,,57,43,0.01,0,0
18595,,59,40,0.12,0,0
18596,,40,35,0.63,0,0
18597,,41,34,0.29,0,0
18598,,44,37,0,0,0
18599,,38,29,0,0,0
18600,,56,29,0,0,0
18601,,58,35,0,0,0
18602,,48,29,0,0,0
18603,,29,16,0,0,0
18604,,26,9,0,0,0
18605,,27,13,0.05,1.5,1
18606,,22,12,0.03,0.3,1
18607,,33,22,0,0,0
18608,,39,20,0,0,0
18609,,46,31,0.21,0,0
18610,,70,35,0,0,0
18611,,72,56,2,0,0
18612,,59,29,0.32,0,0
18613,,32,18,0.01,0.6,0
18614,,30,13,0,0,0
18615,,33,23,0.01,0,0
18616,,36,23,0,0,0
18617,,42,27,0,0,0
18618,,46,28,0,0,0
18619,,39,25,0,0,0
18620,,42,32,0.19,0.3,0
18621,,42,26,0,0,0
18622,,45,17,0,0,0
18623,,58,37,0.13,0,0
18624,,57,39,0,0,0
18625,,46,32,0.26,0.4,0
18626,,50,30,0,0,0
18627,,58,30,0.1,0,0
18628,,38,29,0,0,0
18629,,31,23,0,0,0
18630,,43,18,0,0,0
18631,,45,34,0.07,0,0
18632,,39,24,0,0,0
18633,,39,23,0,0,0
18634,,33,27,0.06,0,0
18635,,43,33,0.04,0,0
18636,,51,31,0,0,0
18637,,47,22,0,0,0
18638,,44,26,0.71,0,0
18639,,55,39,0.04,0,0
18640,,45,37,0.01,0,0
18641,,44,35,0,0,0
18642,,37,29,0,0,0
18643,,42,28,0,0,0
18644,,43,27,0,0,0
18645,,51,27,0.03,0,0
18646,,38,33,0.92,3.3,2
18647,,47,33,0,0,0
18648,,49,35,0,0,0
18649,,60,32,0,0,0
18650,,62,26,0,0,0
18651,,59,42,0,0,0
18652,,58,40,1.16,0,0
18653,,50,29,0,0,0
18654,,45,31,0,0,0
18655,,57,28,0,0,0
18656,,61,35,0.03,0,0
18657,,40,30,0,0,0
18658,,37,31,0.46,0.8,0
18659,,59,34,0,0,0
18660,,52,34,0,0,0
18661,,37,26,0,0.1,0
18662,,48,25,0,0,0
18663,,54,22,0,0,0
18664,,42,27,0.05,0,0
18665,,39,32,0.44,3.2,3
18666,,49,31,0,0,0
18667,,49,35,0,0,0
18668,,49,30,0,0,0
18669,,56,34,0,0,0
18670,,60,30,0,0,0
18671,,51,38,0.07,0,0
18672,49,64,36,0,0,0
18673,41,50,31,0,0,0
18674,39,52,24,0,0,0
18675,37,49,22,0.16,0,0
18676,47,66,37,0.1,0,0
18677,48,57,36,0,0,0
18678,52,71,39,0,0,0
18679,66,81,50,0,0,0
18680,73,85,59,0,0,0
18681,76,89,58,0,0,0
18682,75,86,55,0,0,0
18683,63,79,53,0.56,0,0
18684,57,70,40,0,0,0
18685,56,67,39,0,0,0
18686,59,64,55,0,0,0
18687,63,76,56,0,0,0
18688,67,77,55,0.06,0,0
18689,66,78,59,0.09,0,0
18690,69,78,51,1.2,0,0
18691,54,60,45,0,0,0
18692,47,55,39,0,0,0
18693,46,56,33,0,0,0
18694,50,61,45,0,0,0
18695,57,78,41,0,0,0
18696,57,64,45,0,0,0
18697,54,65,40,0,0,0
18698,56,70,40,0,0,0
18699,56,63,46,0.04,0,0
18700,56,61,53,0.09,0,0
18701,56,60,54,0,0,0
18702,60,70,46,0,0,0
18703,55,69,38,0,0,0
18704,56,68,42,0,0,0
18705,55,68,45,0,0,0
18706,53,63,44,0,0,0
18707,54,62,45,0.01,0,0
18708,60,65,57,1.02,0,0
18709,60,68,53,0.48,0,0
18710,60,76,52,0,0,0
18711,67,84,51,0.38,0,0
18712,67,77,63,0.32,0,0
18713,61,64,41,0,0,0
18714,51,61,37,0,0,0
18715,49,65,32,0,0,0
18716,64,85,52,0,0,0
18717,75,82,63,0,0,0
18718,72,83,58,0,0,0
18719,65,68,59,0.09,0,0
18720,63,74,59,0.04,0,0
18721,71,81,66,0,0,0
18722,74,84,67,0,0,0
18723,77,87,66,0,0,0
18724,73,81,63,0.49,0,0
18725,60,63,46,0,0,0
18726,53,66,43,0,0,0
18727,59,73,46,0,0,0
18728,59,69,42,0,0,0
18729,65,83,54,0.22,0,0
18730,75,89,65,0,0,0
18731,79,90,68,0.15,0,0
18732,77,89,64,0,0,0
18733,79,90,67,0,0,0
18734,78,84,68,0.73,0,0
18735,72,81,66,0.19,0,0
18736,68,75,55,0,0,0
18737,65,78,51,0,0,0
18738,67,71,62,0.66,0,0
18739,67,70,65,0.82,0,0
18740,70,80,63,0,0,0
18741,72,80,62,0.18,0,0
18742,73,81,68,0.98,0,0
18743,73,84,66,0,0,0
18744,78,89,65,0,0,0
18745,76,86,67,0.31,0,0
18746,70,79,61,0,0,0
18747,71,82,57,0,0,0
18748,72,84,62,0,0,0
18749,77,87,66,0,0,0
18750,72,74,65,0.21,0,0
18751,69,77,63,0,0,0
18752,70,79,60,0,0,0
18753,71,83,57,0,0,0
18754,74,86,63,0,0,0
18755,76,86,68,0.09,0,0
18756,78,90,69,0,0,0
18757,79,92,67,0.01,0,0
18758,78,90,67,0.27,0,0
18759,73,80,67,0,0,0
18760,76,88,68,0.19,0,0
18761,76,87,63,0,0,0
18762,77,86,68,0,0,0
18763,76,83,71,0.01,0,0
18764,77,83,73,0.09,0,0
18765,76,86,71,0.62,0,0
18766,79,89,74,0,0,0
18767,81,88,73,0,0,0
18768,82,92,73,0,0,0
18769,80,90,70,0.08,0,0
18770,76,87,70,0.11,0,0
18771,78,86,70,0,0,0
18772,80,89,74,0,0,0
18773,77,87,69,3.71,0,0
18774,71,75,67,1.14,0,0
18775,74,84,69,0.01,0,0
18776,79,89,73,0,0,0
18777,82,93,70,0,0,0
18778,84,94,74,0,0,0
18779,85,94,74,0,0,0
18780,85,96,73,0,0,0
18781,86,95,77,0,0,0
18782,83,92,75,0,0,0
18783,81,90,71,0.13,0,0
18784,78,89,71,0.22,0,0
18785,79,86,72,0,0,0
18786,77,84,69,0,0,0
18787,72,79,62,0,0,0
18788,72,83,58,0,0,0
18789,72,84,65,0.92,0,0
18790,74,84,66,0.09,0,0
18791,72,81,62,0,0,0
18792,72,82,60,0,0,0
18793,71,79,63,0.14,0,0
18794,74,85,68,0.07,0,0
18795,75,86,64,0,0,0
18796,72,80,65,0.05,0,0
18797,72,82,60,0,0,0
18798,70,81,55,0,0,0
18799,70,74,67,0.01,0,0
18800,74,85,69,0,0,0
18801,78,86,73,0.25,0,0
18802,81,89,75,0,0,0
18803,79,85,69,0,0,0
18804,76,84,69,0,0,0
18805,78,89,68,0.02,0,0
18806,78,86,69,0.75,0,0
18807,69,75,56,0,0,0
18808,66,78,53,0,0,0
18809,66,78,53,0,0,0
18810,67,80,55,0,0,0
18811,69,72,61,0.06,0,0
18812,67,75,59,0,0,0
18813,74,88,61,0,0,0
18814,77,89,66,0.1,0,0
18815,77,88,68,0,0,0
18816,73,76,60,0.41,0,0
18817,70,83,59,0,0,0
18818,70,82,57,0,0,0
18819,73,87,62,0,0,0
18820,78,90,70,0.05,0,0
18821,76,79,72,0.18,0,0
18822,76,86,71,0,0,0
18823,76,87,67,0,0,0
18824,79,90,70,0,0,0
18825,79,92,67,0.03,0,0
18826,79,91,69,0.18,0,0
18827,79,86,67,0,0,0
18828,71,83,56,0,0,0
18829,71,85,57,0,0,0
18830,67,77,55,0,0,0
18831,65,82,49,0,0,0
18832,74,90,63,0,0,0
18833,71,80,63,0,0,0
18834,78,93,70,0,0,0
18835,83,94,71,0,0,0
18836,79,93,69,0.04,0,0
18837,72,80,57,0,0,0
18838,61,71,47,0,0,0
18839,59,77,42,0,0,0
18840,66,73,54,0.06,0,0
18841,60,70,45,0,0,0
18842,56,71,40,0,0,0
18843,62,79,46,0,0,0
18844,66,80,52,0,0,0
18845,67,74,61,1.3,0,0
18846,64,74,55,0,0,0
18847,59,67,46,0,0,0
18848,57,74,41,0,0,0
18849,58,77,44,0,0,0
18850,62,78,51,0,0,0
18851,61,71,49,0,0,0
18852,61,69,52,0,0,0
18853,59,74,45,0,0,0
18854,61,76,45,0,0,0
18855,67,83,53,0,0,0
18856,69,86,53,0,0,0
18857,69,83,55,0,0,0
18858,72,90,57,0,0,0
18859,74,90,62,0,0,0
18860,76,89,63,0,0,0
18861,70,74,53,1.13,0,0
18862,58,69,46,0,0,0
18863,56,61,51,0.21,0,0
18864,54,57,52,2.22,0,0
18865,58,62,56,3.38,0,0
18866,63,67,60,0.33,0,0
18867,60,62,56,0.12,0,0
18868,60,71,52,0,0,0
18869,58,72,48,0,0,0
18870,64,71,60,0,0,0
18871,66,76,59,0.09,0,0
18872,60,66,45,0,0,0
18873,53,65,43,0,0,0
18874,54,63,42,0,0,0
18875,51,67,36,0,0,0
18876,55,65,46,0,0,0
18877,51,58,42,0,0,0
18878,45,52,34,0,0,0
18879,42,54,29,0,0,0
18880,41,56,29,0,0,0
18881,50,61,35,0,0,0
18882,46,65,34,0,0,0
18883,49,64,38,0,0,0
18884,54,66,45,0.03,0,0
18885,60,70,53,0,0,0
18886,69,77,55,0.14,0,0
18887,58,69,47,0,0,0
18888,51,57,40,0,0,0
18889,41,46,31,0,0,0
18890,42,56,34,0,0,0
18891,55,69,47,0,0,0
18892,56,59,41,0.07,0,0
18893,44,52,28,0,0,0
18894,39,55,25,0,0,0
18895,49,63,38,0,0,0
18896,47,59,32,0,0,0
18897,45,52,30,0,0,0
18898,34,44,25,0,0,0
18899,36,58,21,0,0,0
18900,40,62,25,0.08,0,0
18901,48,52,39,0.13,0,0
18902,55,62,51,0.01,0,0
18903,61,68,47,0.14,0,0
18904,47,48,37,0,0,0
18905,38,48,24,0,0,0
18906,37,48,27,0,0,0
18907,52,63,44,0,0,0
18908,49,57,31,0,0,0
18909,30,32,21,0,0,0
18910,26,37,16,0,0,0
18911,34,37,33,1.72,0,0
18912,38,40,29,0.5,0,0
18913,31,38,25,0,0,0
18914,32,42,23,0,0,0
18915,29,37,20,0,0,0
18916,31,47,19,0,0,0
18917,42,49,38,0,0,0
18918,43,57,32,0,0,0
18919,43,56,32,0,0,0
18920,58,69,54,0,0,0
18921,55,65,38,0.97,0,0
18922,39,42,31,0.19,0,0
18923,29,31,26,0.77,2.1,0
18924,31,34,30,0.43,0,1.2
18925,33,37,25,0.3,2.1,0
18926,28,39,17,0,0,2
18927,26,32,17,0,0,2
18928,27,41,17,0,0,2
18929,33,37,29,0.32,0.3,2
18930,37,47,29,0,0,1.2
18931,33,38,29,0,0,0
18932,35,39,32,0.02,0.2,0
18933,35,42,25,0,0,0
18934,37,60,23,0,0,0
18935,49,58,42,0,0,0
18936,59,70,51,0,0,0
18937,66,71,62,0.51,0,0
18938,59,63,38,0.8,0,0
18939,36,40,22,0,0,0
18940,25,32,19,0,0,0
18941,30,46,21,0,0,0
18942,33,50,21,0,0,0
18943,39,57,27,0,0,0
18944,45,49,37,1.27,0,0
18945,41,45,33,0,0,0
18946,35,45,26,0,0,0
18947,33,46,23,0,0,0
18948,33,37,28,0.36,3,0
18949,23,29,9,0,0,3.1
18950,18,32,8,0,0,2
18951,29,37,24,0.23,0,1.2
18952,37,44,11,0.08,0,0
18953,12,18,1,0,0,0
18954,15,26,5,0,0,0
18955,28,37,24,0,0,0
18956,32,35,29,0.53,0,0
18957,38,51,34,0.74,0,0
18958,45,50,28,0,0,0
18959,37,56,24,0,0,0
18960,47,50,36,0.17,0,0
18961,39,49,34,0.01,0,0
18962,34,37,26,0,0,0
18963,34,47,27,0,0,0
18964,30,36,20,0,0.3,0
18965,28,47,18,0,0,0
18966,40,54,27,0,0,0
18967,31,37,14,0.56,8.5,0
18968,11,15,4,0,0,5.1
18969,12,23,-2,0,0,3.1
18970,13,21,5,0,0,3.1
18971,22,31,18,0,0,3.1
18972,24,32,9,0,0,2
18973,31,46,18,0,0,2
18974,15,18,8,0,0.2,0
18975,14,23,6,0.01,0,0
18976,17,31,4,0,0,0
18977,31,48,23,0,0,0
18978,33,49,22,0,0,0
18979,41,61,26,0,0,0
18980,40,45,29,1.33,0,0
18981,30,34,25,0.01,0,0
18982,31,41,29,0.55,0,0
18983,31,35,26,0,0,0
18984,30,40,19,0,0,0
18985,29,31,21,0,0,0
18986,28,32,21,0,0.2,0
18987,28,31,20,0,0,0
18988,23,29,14,0,0,0
18989,20,26,14,0.11,1.6,0
18990,26,35,20,1.24,11.7,7.1
18991,36,50,22,0,0,7.9
18992,34,36,26,0.11,0.3,5.9
18993,28,35,24,0,0,5.9
18994,27,34,19,0.02,0.2,5.9
18995,34,53,25,0.06,0.3,5.9
18996,42,57,29,0.08,0,3.9
18997,42,52,28,0,0,1.2
18998,46,57,29,0.19,0,0
18999,42,62,26,0,0,0
19000,47,57,38,0,0,0
19001,40,42,24,0,0,0
19002,29,37,22,0.05,0.6,0
19003,29,34,20,0.06,1.4,1.2
19004,25,38,14,0,0,0
19005,19,28,10,0,0,0
19006,26,42,12,0,0,0
19007,39,52,31,0.25,0,0
19008,25,35,1,0.63,4.9,1.2
19009,12,29,-1,0,0,3.9
19010,23,41,9,0,0,3.1
19011,29,33,21,0,0,1.2
19012,32,40,28,0,0,0
19013,41,62,24,0,0,0
19014,45,49,33,0,0,0
19015,43,59,32,0,0,0
19016,52,65,39,0,0,0
19017,49,65,29,0.04,0,0
19018,29,33,18,0,0,0
19019,36,57,22,0,0,0
19020,53,64,43,0,0,0
19021,42,46,26,0.39,6.6,0
19022,26,30,23,0.32,4.5,7.9
19023,32,41,27,0,0,5.1
19024,37,40,34,0.13,0,1.2
19025,45,56,33,0,0,0
19026,44,55,34,0,0,0
19027,48,69,34,0,0,0
19028,44,47,29,0,0,0
19029,30,39,19,0,0,0
19030,29,33,24,0.41,3.8,0
19031,29,33,19,0,0,2
19032,30,50,15,0,0,1.2
19033,51,64,46,0.07,0,0
19034,54,57,47,0.89,0,0
19035,43,47,32,0.97,0,0
19036,48,65,39,0,0,0
19037,50,66,32,0,0,0
19038,53,69,37,0,0,0
19039,56,65,49,0.01,0,0
19040,53,58,48,0,0,0
19041,51,56,41,0,0,0
19042,45,60,28,0,0,0
19043,44,45,40,0.4,0,0
19044,52,62,38,0,0,0
19045,50,65,35,0,0,0
19046,52,70,31,0,0,0
19047,66,80,56,0.04,0,0
19048,61,74,44,0,0,0
19049,67,83,52,0,0,0
19050,70,76,63,0,0,0
19051,60,67,33,1.23,0,0
19052,37,48,30,0,0,0
19053,41,54,28,0,0,0
19054,43,56,30,0,0,0
19055,51,67,38,0,0,0
19056,53,62,41,0,0,0
19057,51,70,31,0,0,0
19058,58,71,46,0.04,0,0
19059,54,58,44,0,0,0
19060,50,63,36,0,0,0
19061,52,69,38,0.34,0,0
19062,58,73,42,0,0,0
19063,57,65,43,0,0,0
19064,53,61,42,0.17,0,0
19065,47,49,45,1.19,0,0
19066,50,58,48,3.99,0,0
19067,62,76,55,0.13,0,0
19068,60,67,47,0,0,0
19069,61,71,49,0,0,0
19070,62,79,47,0,0,0
19071,55,63,40,0.23,0,0
19072,57,72,49,0,0,0
19073,56,63,46,0.18,0,0
19074,66,87,55,0,0,0
19075,69,78,61,0,0,0
19076,69,77,62,0.12,0,0
19077,68,80,59,0,0,0
19078,71,85,55,0.08,0,0
19079,74,90,62,0.02,0,0
19080,63,65,58,0,0,0
19081,68,78,64,1.91,0,0
19082,63,69,53,1.97,0,0
19083,58,65,45,0,0,0
19084,57,65,43,0,0,0
19085,56,70,39,0,0,0
19086,60,77,44,0,0,0
19087,67,77,55,0.07,0,0
19088,71,85,61,0,0,0
19089,68,77,56,0,0,0
19090,63,75,52,0,0,0
19091,67,80,50,0,0,0
19092,69,85,53,0,0,0
19093,74,87,61,0.48,0,0
19094,72,85,59,0.81,0,0
19095,59,59,55,0.33,0,0
19096,60,72,56,0.01,0,0
19097,65,78,52,0,0,0
19098,64,75,50,0,0,0
19099,66,79,54,0,0,0
19100,73,84,63,0.13,0,0
19101,75,86,63,0.72,0,0
19102,68,78,60,0,0,0
19103,67,77,54,0,0,0
19104,67,81,52,0,0,0
19105,71,82,58,1.71,0,0
19106,73,83,65,0.03,0,0
19107,76,85,69,0,0,0
19108,76,84,68,0.76,0,0
19109,71,77,68,0.35,0,0
19110,73,80,65,0.77,0,0
19111,68,74,61,0,0,0
19112,67,81,51,0,0,0
19113,74,90,60,0,0,0
19114,79,91,66,0,0,0
19115,82,91,71,0,0,0
19116,79,83,71,0,0,0
19117,73,82,65,0,0,0
19118,69,71,64,0.14,0,0
19119,70,79,64,0,0,0
19120,71,81,59,0,0,0
19121,73,83,63,0,0,0
19122,78,88,69,0,0,0
19123,78,86,68,0,0,0
19124,75,85,65,0.01,0,0
19125,73,83,61,0,0,0
19126,74,83,63,0,0,0
19127,76,87,66,0,0,0
19128,80,91,72,0,0,0
19129,83,95,71,0.31,0,0
19130,75,88,69,0.1,0,0
19131,72,79,60,0.17,0,0
19132,69,80,54,0,0,0
19133,71,85,57,0,0,0
19134,78,89,69,0,0,0
19135,80,92,67,0.4,0,0
19136,73,87,67,0,0,0
19137,74,86,66,0.42,0,0
19138,73,85,63,0,0,0
19139,76,87,66,0,0,0
19140,79,89,72,0.02,0,0
19141,78,90,71,0.19,0,0
19142,76,87,68,0.35,0,0
19143,71,79,62,0,0,0
19144,69,80,55,0,0,0
19145,70,83,58,0,0,0
19146,72,80,66,0,0,0
19147,72,80,65,0,0,0
19148,74,82,69,0,0,0
19149,76,84,70,0,0,0
19150,80,93,71,0,0,0
19151,74,78,61,0.06,0,0
19152,69,82,56,0,0,0
19153,75,87,66,0,0,0
19154,76,84,68,0.07,0,0
19155,75,81,65,0,0,0
19156,67,74,52,0,0,0
19157,63,79,48,0,0,0
19158,71,85,55,0,0,0
19159,73,77,64,0,0,0
19160,70,79,63,0.01,0,0
19161,73,83,66,0.15,0,0
19162,74,85,62,0,0,0
19163,74,87,61,0,0,0
19164,74,84,64,0,0,0
19165,74,84,62,0,0,0
19166,70,81,59,0,0,0
19167,72,82,61,0,0,0
19168,74,84,61,0,0,0
19169,71,82,58,0.12,0,0
19170,70,77,67,1.13,0,0
19171,74,82,63,0,0,0
19172,69,82,53,0,0,0
19173,67,79,53,0,0,0
19174,69,81,56,0,0,0
19175,74,87,65,0.02,0,0
19176,74,82,64,0,0,0
19177,74,82,68,0,0,0
19178,74,84,65,0.99,0,0
19179,71,85,62,1.43,0,0
19180,73,81,67,0.03,0,0
19181,70,71,66,0.83,0,0
19182,69,76,60,0,0,0
19183,68,81,58,0,0,0
19184,70,85,57,0,0,0
19185,73,87,59,0,0,0
19186,76,82,59,0,0,0
19187,68,79,53,0,0,0
19188,71,80,66,0,0,0
19189,78,90,71,0.44,0,0
19190,77,89,71,0.01,0,0
19191,79,90,71,0.12,0,0
19192,76,85,69,0,0,0
19193,75,86,65,0,0,0
19194,78,89,68,0,0,0
19195,80,91,71,0.01,0,0
19196,71,78,65,0,0,0
19197,67,72,61,0,0,0
19198,68,74,64,0,0,0
19199,71,77,67,0,0,0
19200,75,86,67,0,0,0
19201,69,74,60,0,0,0
19202,63,69,55,0.07,0,0
19203,58,68,45,0,0,0
19204,60,73,48,0,0,0
19205,66,76,52,0,0,0
19206,61,74,48,0,0,0
19207,64,77,53,0,0,0
19208,62,73,52,0,0,0
19209,67,79,55,0,0,0
19210,67,84,52,0,0,0
19211,67,72,54,0,0,0
19212,58,70,42,0,0,0
19213,56,68,47,0.06,0,0
19214,61,67,57,0.58,0,0
19215,65,76,52,0,0,0
19216,64,80,51,0,0,0
19217,63,80,49,0,0,0
19218,64,70,57,0,0,0
19219,65,73,61,0.08,0,0
19220,65,72,58,0.04,0,0
19221,64,74,54,0,0,0
19222,64,69,60,0.09,0,0
19223,64,67,37,0.09,0,0
19224,47,61,33,0,0,0
19225,54,73,40,0,0,0
19226,62,69,57,0.27,0,0
19227,63,76,49,0,0,0
19228,59,70,45,0,0,0
19229,59,61,52,0.01,0,0
19230,54,58,50,0.4,0,0
19231,53,59,46,0,0,0
19232,58,65,55,0.03,0,0
19233,69,79,63,0.02,0,0
19234,69,71,57,1.3,0,0
19235,59,65,53,0.14,0,0
19236,60,71,48,0,0,0
19237,59,69,50,0,0,0
19238,52,58,38,0,0,0
19239,49,66,35,0,0,0
19240,56,68,43,0.31,0,0
19241,52,55,50,0.26,0,0
19242,55,64,49,0,0,0
19243,58,67,45,0,0,0
19244,56,72,38,0,0,0
19245,59,68,40,0,0,0
19246,52,71,33,0,0,0
19247,63,82,53,0,0,0
19248,62,67,41,0.05,0,0
19249,47,59,35,0,0,0
19250,44,54,34,0,0,0
19251,47,50,43,0,0,0
19252,44,49,40,0,0,0
19253,47,61,35,0,0,0
19254,50,70,33,0,0,0
19255,58,64,49,0.02,0,0
19256,55,62,48,0.31,0,0
19257,50,54,34,0,0,0
19258,39,50,26,0,0,0
19259,46,57,32,0,0,0
19260,44,62,29,0,0,0
19261,50,70,31,0,0,0
19262,54,62,39,0,0,0
19263,41,44,36,0,0,0
19264,35,40,26,0,0,0
19265,32,43,25,0,0,0
19266,34,43,27,0.06,0,0
19267,41,47,35,0.66,0,0
19268,30,36,18,0,0,0
19269,24,35,13,0,0,0
19270,37,52,28,0,0,0
19271,31,35,18,0,0,0
19272,29,49,14,0,0,0
19273,43,54,34,0.26,0,0
19274,60,70,54,0.15,0,0
19275,55,59,41,0,0,0
19276,38,45,32,1.2,1.6,0
19277,36,44,32,0,0,1.2
19278,33,37,23,0,0,0
19279,33,45,26,0,0,0
19280,46,64,36,0,0,0
19281,57,70,41,0.01,0,0
19282,38,41,34,0.54,0,0
19283,40,49,36,0.02,0,0
19284,39,43,28,0,0,0
19285,38,40,37,0.04,0,0
19286,42,48,40,0.53,0,0
19287,40,44,32,0,0,0
19288,33,35,29,0.07,0,0
19289,34,42,29,0.45,0,0
19290,41,45,35,0,0,0
19291,36,39,32,0,0,0
19292,38,42,27,0,0,0
19293,35,48,23,0,0,0
19294,44,52,34,0,0,0
19295,46,58,33,0,0,0
19296,39,44,28,0.41,0,0
19297,42,52,33,0,0,0
19298,35,38,31,0,0,0
19299,34,38,29,0,0,0
19300,29,35,20,0,0,0
19301,33,40,25,0,0,0
19302,30,34,23,0.26,0,0
19303,36,42,33,0.08,0,0
19304,44,55,42,0.76,0,0
19305,50,55,38,0.04,0,0
19306,39,50,26,0,0,0
19307,38,59,27,0,0,0
19308,47,57,40,0.04,0,0
19309,42,43,37,0.01,0,0
19310,36,40,21,0,0,0
19311,27,36,18,0,0,0
19312,28,42,18,0,0,0
19313,32,44,23,0,0,0
19314,33,38,24,0.56,0,0
19315,46,60,38,0.28,0,0
19316,40,46,24,0,0,0
19317,24,28,12,0.28,4.2,1.2
19318,18,22,9,0,0,3.1
19319,11,21,3,0,0,2
19320,26,36,21,0,0,2
19321,20,25,8,0,0,2
19322,19,39,7,0,0,2
19323,34,38,32,0.62,0,1.2
19324,33,38,22,0,0,0
19325,24,28,21,0,0,0
19326,30,36,22,0,0,0
19327,29,42,19,0,0,0
19328,30,37,20,0,0,0
19329,35,43,30,0,0,0
19330,39,46,25,0,0,0
19331,32,46,21,0,0,0
19332,30,33,25,0.16,2.2,0
19333,35,44,30,0.01,0,1.2
19334,33,40,23,0.68,0.3,0
19335,35,42,32,0.37,0,0
19336,39,47,33,0,0,0
19337,37,43,26,0.23,1.7,0
19338,28,32,26,0.02,0.2,2
19339,27,35,18,0,0,1.2
19340,24,36,14,0.05,0.1,1.2
19341,35,39,19,0,0,1.2
19342,23,34,16,0,0,0
19343,28,41,18,0.05,0,0
19344,37,47,23,0.15,0,0
19345,26,36,21,0,0,0
19346,34,54,21,0,0,0
19347,35,41,17,0,0,0
19348,21,36,9,0,0,0
19349,31,47,17,0,0,0
19350,38,60,27,0,0,0
19351,38,39,32,0.11,0,0
19352,33,38,29,0,0,0
19353,33,45,25,0,0,0
19354,35,40,17,0,0,0
19355,19,27,11,0,0,0
19356,26,42,13,0.03,0.7,0
19357,14,18,6,0,0,0
19358,10,16,6,0.27,2.5,0
19359,17,28,7,0.12,1.4,3.9
19360,17,33,2,0,0.4,2
19361,14,15,6,0,0.1,2
19362,9,19,,0,0,2
19363,16,33,9,0.93,8.9,2
19364,36,46,32,0,0,7.1
19365,31,38,11,0,0,3.1
19366,15,27,-4,0,0,3.1
19367,23,38,6,0,0,3.1
